2145.58,2150.72,2129.65,13755.66,7007170,2139.32
2130.38,2145.08,2126.98,6552.67,6957529,2144.11
2115.44,2119.14,2105.19,11945.36,6908757,2119.14
2099.63,2105.65,2089.03,8950.19,6857112,2104.65
2090.53,2097.83,2083.32,10030.35,6827401,2089.19
2110.77,2112.87,2095.18,9490.12,6893507,2095.18
2101.68,2101.68,2081.89,7133.54,6863824,2099.55
2123.49,2126.19,2113.3,8337.13,6935025,2113.3
2130.22,2136.65,2122.72,9607.12,6957004,2123.41
2129.39,2140.42,2126.57,8344.8,6954314,2133.69
2119.89,2128.67,2116.98,11400.17,6923294,2128.67
2127.67,2132.55,2116.27,1332.74,6948675,2122.27
2124.91,2135.33,2118.21,9387.82,6939671,2130.21
2116,2118.97,2109.22,6621.03,6910567,2118.47
2143.98,2148.88,2117.56,9722.14,7001972,2117.36
2175.39,2183.03,2159.7,15528.03,7104534,2169.91
2189.52,2209.58,2164.22,13806.15,7150690,2167.72
2232.57,2232.93,2179.92,22264.2,7291294,2180.23
2306.98,2308.11,2231.64,30430.02,7534289,2231.64
2351.3,2389.95,2333.81,37126.72,7679047,2333.81
2321.96,2342.82,2288.82,21964.18,7583224,2314.66
2316.37,2348.9,2277.03,17900.34,7564972,2277.03
2294.16,2299.84,2259.7,10701.54,7492431,2291.98
2320.3,2321.74,2291.51,13788.14,7577802,2292.51
2354.66,2366.92,2328.3,14099.12,7689994,2328.3
2364.21,2366.88,2349.98,20526.26,7721201,2354.96
2342.73,2377.58,2329.46,22777.93,7651034,2362.86
2314.38,2326.87,2303.79,7580.79,7558445,2325.04
2278.79,2304.09,2269.38,9568.87,7442228,2293.46
2309.5,2319.93,2265.27,10028.86,7542537,2266.21
2313.43,2331.87,2306,7353,7555367,2309.5
2293.75,2293.75,2283.99,554.62,7491073,2286.61
2308.8,2323.45,2286.26,11308.48,7540243,2286.26
2318.45,2329.57,2310.32,14575.07,7571765,2314.95
2318.76,2321.42,2295.42,11807.46,7572758,2297.7
2357.54,2360.11,2334.4,13104.9,7699410,2343.17
2356.2,2362.64,2347.57,12004.98,7695053,2357.44
2348.88,2360.4,2345.52,12372.79,7671125,2347.96
2334.47,2336.38,2325.6,13076.7,7624067,2336.24
2359.95,2362.24,2338.56,15278.98,7707276,2338.56
2395.93,2395.93,2364.46,21928.76,7824805,2364.53
2414.67,2427.21,2410.47,17016.62,7885996,2414.01
2394.01,2403.52,2387.85,14195.23,7818521,2389.1
2355.22,2386.29,2354.46,33991.47,7691829,2363.33
2352.83,2360.07,2330.13,10613.89,7684047,2355.65
2352.64,2366.22,2348.2,13449.29,7683422,2348.2
2344.57,2358.9,2334.73,15898.33,7657051,2354.13
2354,2354.72,2311.33,7023.37,8047477,2313.05
2413.94,2414.43,2372.34,14777.92,8252419,2374.24
2410.48,2414.28,2392.8,11864.69,8240579,2400.54
2414.26,2418.61,2401.66,12303.44,8253498,2401.4
2399.22,2425.02,2390.3,11741.14,8202071,2403.47
2398.58,2403.72,2384.5,9315.59,8205234,2401.62
2409.95,2420.97,2392.36,15117.83,8244114,2392.36
2460.62,2472.98,2440.68,21782.68,8417451,2440.2
2515.66,2515.66,2466.42,32942.87,8605744,2466.63
2532.81,2536.76,2512.55,27729.57,8664396,2522.63
2529.25,2529.28,2513.63,15787.04,8652239,2515.63
2584.89,2586.49,2526.1,26852.09,8842581,2526.1
2582.19,2644.69,2573.09,36686.2,8833337,2610.49
2558.51,2582.27,2545.19,17685.99,8731218,2576.99
2533.15,2542.61,2528.73,8971.03,8672570,2538.48
2568.28,2574.84,2533.88,16165.04,8786879,2533.36
2549.1,2587.71,2543.29,15790.41,8721255,2576.04
2526.79,2529.6,2497.09,14324.51,8644911,2529.6
2529.3,2543.45,2514.77,12662.6,8653513,2514.77
2528.39,2535.54,2518.51,8029.36,8650388,2524.47
2582.71,2583.2,2540.53,23521.55,8836217,2540.53
2612.16,2615.4,2594.9,33085.81,8936996,2594.9
2632.09,2652.48,2593.68,27946.49,9005163,2615.65
2645.07,2666.32,2636.45,21689.33,9049588,2662.04
2647.45,2655.32,2628.06,12793.76,9057724,2628.06
2599.71,2621.65,2592.38,15656.22,8894378,2620.96
2592.84,2619.04,2586.9,17825.26,8870906,2586.9
2636.75,2637.29,2596.22,26885.26,9021130,2596.47
2622.63,2640.82,2612.38,15983.64,8972814,2621.75
2627.66,2631.44,2608.55,9523.8,8990034,2608.55
2590.32,2621.52,2576.9,13725.55,8862255,2619.98
2575.41,2577.98,2561.74,10937.59,8811257,2570.59
2586.43,2588.6,2561.45,11762.09,8857803,2574.09
2581.06,2594.91,2564.74,14607.51,8839396,2576.02
2569.71,2585.04,2565.73,11331.48,8800544,2575.01
2517.43,2561.86,2506.81,15519.61,8621510,2559.38
2518.24,2518.24,2441.49,19770.2,8624269,2480.04
2516.26,2532.27,2510.57,9693,8617479,2516.67
2576.04,2578.97,2521.69,15901.53,8822216,2521.64
2623.78,2631.59,2607.99,27586.3,8985718,2617.16
2614.77,2617.88,2595.97,12671.78,8954855,2598.41
2618.47,2622.07,2605.34,11867.76,8967525,2618.52
2614.77,2620.08,2606.27,12821.37,8954876,2613.69
2644.29,2648.17,2628.89,19847.36,9055948,2630.22
2663.57,2672.08,2647.98,20775.89,9121979,2649.79
2664.92,2666.46,2648.78,17028.35,9126608,2664.18
