2655.34,2665.38,2651.46,11848.8,9093800,2664.61
2658.17,2659.97,2643.25,12763.56,9103506,2646.84
2623.1,2640.67,2601.24,12612.59,8983403,2637.94
2626.16,2635.32,2611.93,8583.64,8993867,2611.93
2601.56,2625.76,2593.57,8936.89,8909633,2623.61
2593.28,2594.26,2573.88,8444.4,8881275,2587.16
2605.91,2616.69,2591.27,12042.61,8924501,2599.78
2604.85,2604.85,2596.02,853.59,8920886,2597
2568.65,2575.7,2556.55,10647.34,8796915,2569.8
2586.59,2587.87,2561.02,9435.11,8858366,2564.76
2586.17,2596.17,2574.14,9259.96,8856927,2584.6
2599.86,2604.49,2591.04,8061.45,8903782,2599.99
2632.39,2637.88,2612.17,21043.64,9015210,2612.17
2642.05,2646.91,2631.37,19097.96,9048290,2631.85
2661.69,2665.34,2646.53,31717.59,9115563,2646.53
2658.49,2668.92,2646.98,114106.31,9104590,2665.98
2639.29,2658.6,2632.79,14464.51,9038835,2656.3
2614.04,2628.57,2611.27,23211.98,8952370,2624.44
2608.32,2608.76,2596.06,7659.9,8932764,2596.97
2603.19,2612.33,2599.31,8291.54,8915216,2604.64
2595.21,2596.76,2574.4,13964.28,8887861,2596.68
2601.44,2603.54,2580.81,6009.68,8909221,2583.13
2630.91,2633.68,2612.62,21186.11,9010128,2618.85
2638.74,2649.91,2628.69,17492.3,9036934,2628.69
2628.27,2645.25,2622.6,20916.05,9001099,2633.95
2635.35,2639.27,2625.05,12965.81,9025330,2624.99
2681.08,2681.19,2638.97,18584.47,9181944,2638.97
2672.05,2695.92,2669.21,12756.12,9151037,2685.51
2662.93,2668.18,2655.86,34149.44,9119810,2665.62
2700.69,2703.64,2644.52,21591.33,9249116,2644.75
2718.33,2723.49,2670,27747.36,9309511,2670
2707.54,2726.11,2695.2,20803.15,9272577,2695.2
2682.35,2699.67,2671.23,12919.54,9186318,2696.54
2690.55,2698.62,2682.02,14676.2,9214372,2695.45
2670.11,2684.54,2668.41,9866.02,9144392,2676.3
2686,2686,2659.34,12785.25,9198805,2659.46
2685.15,2698.1,2682.34,7357.72,9195875,2682.34
2675.57,2683.81,2664.99,9318.47,9163083,2681.99
2665.79,2672.28,2656.72,8960.97,9129588,2664.24
2658.78,2678.22,2656,9303.68,9105585,2664.13
2637.15,2649.59,2622.01,9367.32,9031503,2646.96
2621.53,2625.27,2607.46,8909.11,8971528,2617.18
2638.11,2642.55,2618.47,16260.93,9028274,2619.24
2634.55,2649.05,2626.92,14690.34,9016103,2645.28
2761.44,2761.88,2638.63,47006.5,9450339,2638.82
2789.73,2820.77,2774.04,34980.5,9547150,2790.31
2773.76,2787.87,2759.25,16067.55,9492499,2760.55
2814.82,2818.07,2793.65,24089.82,9633011,2793.65
2794.29,2813.08,2779.76,18747.66,9562766,2808.63
2791.23,2793.75,2781.4,15107,9552284,2785.62
2801.35,2801.64,2775.42,18452.93,9586924,2791.48
2802.21,2812.56,2790.08,12484.56,9589856,2790.08
2827.71,2833.93,2807.18,18211.77,9677125,2807.18
2834.8,2842.5,2825.08,25048.79,9701400,2826.95
2875.78,2878.6,2849.98,27874.64,9841630,2849.98
2834.36,2859.94,2829.31,15339.07,9699890,2856.41
2814.4,2826.98,2811.01,7574.27,9631580,2811.01
2829.09,2833.8,2798.88,16391.46,9681838,2809.24
2841.08,2844.59,2833.56,13880.17,9722875,2838.28
2847.92,2856.36,2843.43,18458.08,9746308,2849.97
2860.46,2865.25,2848.88,23215.57,9789224,2849.58
2810.37,2862.16,2796.02,17870.62,9617800,2861.9
2778.8,2811.93,2767.88,19938.52,9509766,2811.93
2808.37,2813.08,2787.12,15113,9620673,2787.02
2822.35,2827.06,2806.9,12729.56,9668551,2811.93
2828.24,2828.24,2812.4,8348.99,9688755,2813.78
2835.88,2836.42,2819.19,9112.37,9714928,2818.39
2848.17,2850.34,2822.85,13351.45,9757009,2825.17
2857.86,2865.59,2848.99,16766.35,9790214,2850.58
2863.5,2874.86,2849.33,20647.59,9809543,2857.61
2915.26,2927.87,2876.63,44466.28,9986834,2876.63
2900.83,2907.98,2894.84,14310.44,9937429,2903.29
2916.91,2928.47,2905.05,17692.53,9992499,2906.57
2891.47,2917.02,2888.4,16113.08,9905359,2913.99
2880.56,2899.04,2877.01,11668.1,9867979,2884.18
2843.18,2854.16,2831.36,13856.73,9746858,2851.93
2846.96,2855.85,2835.29,8935.46,9759808,2841.56
2835.23,2856.87,2827.06,22272.71,9719587,2853.04
2854.6,2855.52,2835.37,20527.5,9786001,2835.37
2850.02,2890.01,2845.34,19763.75,10215745,2850.71
2837.35,2839.92,2822.52,15015.21,10170347,2837.99
2812.64,2823.05,2808.19,9147.8,10081749,2819.69
2818.02,2829.72,2814.85,10618.2,10101065,2820.38
2818.66,2821.45,2798.96,10386.23,10158047,2817.28
2832.79,2840.18,2823.22,15666.19,10215926,2825.49
2830.8,2843.99,2822.38,24652.76,10208765,2841.37
2826.44,2826.75,2814.61,11469.87,10193035,2822.89
2843.4,2843.65,2822.32,17880.52,10254201,2822.62
2851.1,2858.37,2845.73,19994.98,10281973,2845.73
2843.74,2848.5,2834.99,11871.63,10255437,2848
2830.48,2847.97,2818.78,17787.32,10207609,2842.09
2822.15,2825.22,2817.41,9771.39,10177555,2819.69
2840.01,2840.46,2828.98,13370.46,10241961,2829.73
2830.52,2832.33,2818.97,12889.47,10207742,2830.28
2838.9,2849.9,2814.05,16886.55,10237961,2820.82
2855.85,2865.95,2844.66,18963.45,10299092,2845.03
2873.04,2877.06,2861.35,15009.34,10361106,2861.52
2876.62,2878.06,2857.75,13373.23,10373992,2862.04
2901.91,2913.78,2896.63,30583.42,10465208,2896.31
2963.16,2963.77,2892.42,31225.45,10686108,2901.34
2981.16,3044.53,2973.72,54901.51,10750996,3002.38
3019.65,3033.05,2999.39,23388.18,10889826,2999.39
2993.97,3016.26,2983.3,19335.05,10797202,3015.28
2985.75,2991.27,2970.36,15909.14,10767574,2980.72
2981.18,2985.99,2970.38,16621.04,10751074,2982.45
2993.77,2995.87,2976.86,15507.54,10796475,2976.86
